Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S03215,9.81,"['Web Development', 'IoT', 'AR/VR']",Web Development,96,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03216,7.63,"['AR/VR', 'Blockchain', 'Web Development']",Embedded Systems,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03217,8.91,[],AI/ML,87,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03218,9.96,"['Cybersecurity', 'Cloud Computing']",Blockchain,50,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03219,7.26,['AR/VR'],Blockchain,62,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03220,9.2,"['Blockchain', 'Cybersecurity', 'AR/VR']",IoT,54,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03221,9.87,"['AR/VR', 'IoT']",Blockchain,84,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03222,8.16,['Embedded Systems'],Cloud Computing,50,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03223,8.87,[],Embedded Systems,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03224,6.97,"['Web Development', 'Cybersecurity', 'IoT']",Embedded Systems,86,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03225,7.41,"['Web Development', 'AR/VR', 'Cybersecurity']",AI/ML,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03226,8.21,"['Cloud Computing', 'Cybersecurity']",Blockchain,66,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03227,7.08,[],Embedded Systems,71,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03228,5.7,['Web Development'],Embedded Systems,87,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03229,5.18,"['IoT', 'Cloud Computing']",Web Development,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03230,7.29,['Cloud Computing'],AI/ML,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03231,6.19,"['Embedded Systems', 'Cloud Computing']",Web Development,90,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03232,8.22,['Embedded Systems'],AI/ML,53,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03233,6.35,[],AI/ML,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03234,7.07,"['IoT', 'Cloud Computing']",Cloud Computing,92,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03235,6.07,['Blockchain'],IoT,80,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03236,8.45,['AR/VR'],Web Development,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03237,8.88,"['Cloud Computing', 'Embedded Systems']",Cybersecurity,82,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03238,8.88,[],Cloud Computing,92,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03239,5.64,['AI/ML'],AI/ML,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03240,9.83,[],Web Development,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03241,8.2,[],Embedded Systems,76,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03242,5.01,"['Cybersecurity', 'Embedded Systems', 'AR/VR']",Blockchain,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03243,8.18,"['Cybersecurity', 'Blockchain', 'AI/ML']",AR/VR,66,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03244,9.98,"['Web Development', 'Blockchain']",Cybersecurity,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03245,6.55,"['AI/ML', 'Blockchain', 'Cloud Computing']",Embedded Systems,94,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03246,5.1,['Blockchain'],IoT,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03247,8.71,"['Blockchain', 'Web Development', 'AI/ML']",Web Development,62,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03248,7.08,"['Embedded Systems', 'IoT', 'Blockchain']",Embedded Systems,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03249,6.95,"['AR/VR', 'Cybersecurity', 'AI/ML']",IoT,68,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03250,8.33,[],Embedded Systems,94,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03251,9.88,"['Cloud Computing', 'IoT', 'Web Development']",Cybersecurity,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03252,5.66,"['AR/VR', 'Cybersecurity', 'Embedded Systems']",AI/ML,56,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03253,5.18,"['Cloud Computing', 'AI/ML']",Cloud Computing,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03254,6.88,['AI/ML'],Cloud Computing,62,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03255,8.83,[],Blockchain,64,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03256,8.86,"['Cloud Computing', 'Embedded Systems']",Web Development,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03257,7.16,['Cybersecurity'],Blockchain,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03258,5.46,"['Cloud Computing', 'Web Development']",Web Development,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03259,7.37,"['IoT', 'Cybersecurity']",Embedded Systems,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03260,7.68,[],Web Development,85,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03261,8.53,['IoT'],Web Development,67,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03262,8.13,['Blockchain'],AR/VR,98,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03263,8.7,"['Web Development', 'IoT']",Blockchain,81,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03264,7.84,"['AR/VR', 'Blockchain']",Embedded Systems,63,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03265,9.26,['AI/ML'],IoT,98,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03266,9.39,['Blockchain'],AI/ML,73,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03267,7.73,"['Web Development', 'Cloud Computing', 'AR/VR']",AR/VR,97,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03268,7.53,"['Cloud Computing', 'Blockchain', 'Embedded Systems']",IoT,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03269,7.13,"['AI/ML', 'Web Development', 'Embedded Systems']",Web Development,63,"['UI/UX Workshop', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03270,5.11,"['Blockchain', 'Embedded Systems']",AI/ML,86,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03271,7.98,[],AR/VR,95,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03272,8.27,"['Blockchain', 'Embedded Systems']",AI/ML,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03273,5.79,['Cybersecurity'],AR/VR,75,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03274,8.79,"['Embedded Systems', 'Cloud Computing', 'Blockchain']",AI/ML,63,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03275,8.94,[],Blockchain,56,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03276,7.82,[],AI/ML,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03277,5.97,"['Web Development', 'Cloud Computing']",AR/VR,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03278,6.8,[],Embedded Systems,84,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03279,5.2,[],Cloud Computing,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03280,7.72,[],IoT,91,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03281,5.8,"['Cloud Computing', 'Cybersecurity']",Blockchain,87,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03282,5.71,"['Cloud Computing', 'Blockchain']",Blockchain,83,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03283,6.35,[],Blockchain,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03284,9.6,"['AI/ML', 'IoT', 'AR/VR']",Blockchain,66,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03285,7.3,['AR/VR'],Cloud Computing,77,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03286,5.21,"['Embedded Systems', 'AR/VR', 'Blockchain']",Cloud Computing,64,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03287,7.71,"['AI/ML', 'IoT', 'AR/VR']",IoT,72,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03288,5.46,"['Cloud Computing', 'AI/ML', 'Web Development']",AR/VR,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03289,6.48,['Embedded Systems'],Cloud Computing,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03290,5.06,"['Blockchain', 'AR/VR', 'Embedded Systems']",Cybersecurity,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03291,8.46,[],Cloud Computing,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
